5.593224814939227185e-01;-1.498649217743077966e-01
-7.393665600445645802e-01;4.049833759932962574e-01
-2.787757885723192164e-01;1.284368652773076602e-01
-6.909026432841428034e-02;-9.354701483284705299e-01
-8.943649611367882057e-01;4.348428349591476061e-01
-1.320423316587659546e+00;7.691386257751776645e-01
2.275393855967750567e-01;-9.836611428183849037e-01
1.081546679804605837e+00;2.537089323095995663e-01
4.683460305375974908e-01;-1.340501615531015378e-01
-3.372224132130260954e-01;-8.166418129013762461e-02
1.340350477764122417e+00;-7.887953117860867502e-01
-2.855396858083237843e-01;2.120129057552805896e-01
1.089944471125304098e-01;-6.836113589093036902e-01
-8.292739960371806052e-02;2.563513904848601088e-01
-2.557578129559733848e-01;-3.534073804029036481e-01
9.196307910478296321e-01;-7.044697405324702733e-02
-4.539446201908526879e-01;4.713208553666259903e-01
-4.906966875889682278e-01;-3.432743104141987578e-01
1.367216581125989538e-01;-8.220907840705480307e-01
-1.704900994951138171e-01;4.020197056445298234e-01
-3.852880352591055435e-01;-1.080673520714120761e-01
5.270869908903034196e-01;-2.165377463390367185e-01
-6.284261307286685971e-01;-6.251880076074303738e-02
2.819239669663721748e-01;-1.410042492265691505e-01
-1.006310199356704516e+00;-9.659830543814746928e-01
-6.464272975868090576e-01;-7.126693149856216936e-01
-6.423522205994688927e-02;3.735608036108397645e-01
-2.456022825712582403e-01;-7.206213086004283064e-02
3.815486679934015912e-01;2.598386934296113560e-01
-9.747028421002927878e-01;4.672946052043934761e-01
1.333977887357452152e+00;3.525355840923233841e-01
3.120089302441834134e-01;-8.572466293055491793e-02
7.587339464055250504e-01;-4.180847309995600058e-01
4.419474906592351093e-01;3.817982924611172946e-01
3.638345986938157917e-01;-8.816393429768831780e-01
1.869177789686050639e+00;-1.749546099458240800e+00
2.805273881482036602e-01;1.447354957792359731e-01
-8.947251110379894623e-01;-1.149049517285723354e+00
-5.062445247445193086e-01;-1.041465007610604260e-01
-6.710216532025050640e-01;1.384420280090636224e+00
-3.352529550999009955e-01;7.800482915398925243e-01
3.185623058290132925e-01;1.302812425567682897e-01
7.289693192658788234e-01;-1.191846625230325252e+00
5.558934258339394141e-01;-1.616188293737590431e+00
3.206736385992103311e-01;6.766617864161046381e-01
-5.504918056336658427e-01;-2.638230035922771166e-01
4.559941869117420388e-01;7.063640571158043002e-01
-4.217392610677114795e-01;-2.483717925625852918e-01
3.400968436802382366e-01;-2.483292686039483832e-01
-1.373641805524255854e+00;1.649504964432462417e+00
5.692314357482370912e-01;-1.275839779424452480e+00
-6.514556034428674591e-01;3.817409474279048753e-01
-2.100872620513284383e-01;-3.225960572856287900e-01
7.220886952061155162e-01;-9.491368251437539705e-01
-6.924494283015036888e-01;-1.051203546916963660e-01
-5.454801530611749216e-01;-3.351840235346386088e-01
6.957782829184876450e-01;1.403080570670842964e-01
7.695897333648696881e-01;-8.801571973807862381e-01
-1.102484902691076130e+00;-1.913175638011870711e-02
3.549121151009231312e-01;2.205437920467134549e-01
-4.341598429142304871e-01;-2.708668064905948580e-01
6.208841401335871701e-01;1.734072754151886331e-01
-1.517711193128061353e+00;1.093646456848617277e+00
7.470263644857484675e-02;-7.646058237927112478e-01
-1.358205274509042937e+00;1.824173313953333819e+00
1.478158029862885747e-01;-7.614510786410696452e-01
-8.044104793953973376e-01;-5.021561836446034599e-01
4.845311221580981265e-01;-4.845557338009832682e-01
-2.958662149084481108e-01;-3.582970611624387847e-02
7.712257740884831403e-01;-6.323213886140799378e-01
6.696003120587945556e-01;-2.132707978238084778e-01
-8.512242652400573428e-01;4.196417081025360929e-01
-3.232986178287058920e-02;-4.550418203000181072e-01
-2.906601115427031590e-01;5.280078376135634022e-01
9.010134237239584287e-01;-1.139417828106347619e+00
1.688902274531647540e+00;1.510309887043755593e-02
-1.175229916539519026e+00;-6.387171738679956468e-01
-7.359977056923691086e-01;1.187788034055443198e+00
9.060669329113715253e-01;-9.379453233786966271e-01
1.192959594929850375e+00;9.304417189428335622e-01
5.519589129349490308e-01;-4.436744779675180772e-01
-2.121646654727905590e-01;2.132560098948766969e-01
-1.658681079221329790e+00;-1.278100217871780186e+00
-1.193491915927689107e+00;1.505510271869560102e+00
7.443249011256239944e-01;-3.022998785521265330e-01
3.547682131823328699e-01;2.511528819356640893e-02
-3.524440224779662456e-01;-7.132159052205949701e-02
3.793903121990635507e-01;1.730400111087128656e-01
8.857202320079075875e-03;8.502510899423042501e-01
6.665777298170948439e-01;-1.227974580786373560e+00
-1.009868682210095070e+00;8.935941475543595081e-01
7.264540725686347011e-01;9.653317143146920853e-02
1.073798993900296539e+00;-8.933107084439334544e-01
9.089684661162781287e-01;-2.981237905563546287e-01
6.410991719157282942e-01;8.776402702999254180e-01
-7.498342365246533081e-01;-6.655322537307034603e-01
-6.916709050295145600e-01;-2.021210351437129626e-01
1.277601671523907134e+00;-6.359880215439074336e-01
7.382299565822294518e-01;-5.156741109729104933e-01
-5.546999765717072206e-01;-1.248726058694623331e-01
4.823845917879870382e-01;3.135209328572081677e-01
-7.399688931573628059e-01;5.656188160778786722e-01
3.202775878544213972e-01;-4.722431772574633979e-01
-4.259662189544521360e-01;-2.950026390237123763e-01
-6.102778920456345402e-01;3.299524723387585734e-01
3.638020799790709359e-01;7.985699374825467878e-01
9.967027084363317968e-01;-4.784275861596004598e-01
-4.607365112927723216e-01;1.232699864869656325e+00
-6.217856808524927503e-01;-1.402510680864282322e-01
-1.614598708324596343e-01;7.970699635179732123e-01
5.451650628038423596e-01;-5.237270864628953415e-01
6.361948118810195618e-01;-6.900723396552030930e-01
-1.628027366043264396e-02;-6.886097462605412778e-01
1.001046034118238115e+00;-1.377559941673312638e+00
-6.913010504218537466e-01;-6.246013231439429686e-02
2.629797311110959601e-02;5.658750527297449207e-01
-5.934578099626154346e-01;8.695630134123644162e-01
-5.894962599466976316e-01;3.840321051317431844e-01
2.254707771622608270e-01;-6.840012964133548312e-01
-6.929138099880871593e-01;1.254373938064891947e+00
-4.657815716998942590e-01;9.480002700227331269e-01
-3.158214916196940836e-01;2.718119177294787692e-01
3.666789286434264938e-01;1.091166941332588625e+00
-2.745805673452486953e-03;-7.085398820945397746e-01
-1.012052233843132365e+00;-1.070049811035244325e+00
1.938738701974840328e+00;-1.031331907364004152e+00
2.591048267442785380e-01;-2.903489141741488200e-01
-3.574771837323968415e-01;1.046247833893253931e+00
